doubt_id	oewn_id	pos	primary_lemma	gloss	chosen_class	chosen_reason	alternative_class	alternative_reason	class_distance	doubt_category	method	priority_score	downstream_count	decision	decision_comment
D-005713	oewn-02364358-n	n	hoary marmot	large North American mountain marmot	dul:Organism	collapsed from Framester multi-class via method priority	dul:Person	Framester propagated also assigned this class (synset-whistler-noun-2)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005714	oewn-02410605-n	n	Old World buffalo	any of several Old World animals resembling oxen including, e.g., water buffalo, Cape buffalo	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	dul:Organism	Framester propagated also assigned this class (synset-Old_World_buffalo-noun-1)	1	C3_multiclass_framester	phase1_propagated	3.2	6		
D-005715	oewn-02471495-n	n	flight feather	any of the larger wing or tail feathers of a bird	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-flight_feather-noun-1)	3	C3_multiclass_framester	phase1_propagated	7.8	3		
D-005716	oewn-02471711-n	n	primary	one of the main flight feathers projecting along the outer edge of a bird's wing	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-primary-noun-2)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005717	oewn-02471879-n	n	scapular	a feather covering the shoulder of a bird	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-scapular-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005718	oewn-02471975-n	n	tail feather	feather growing from the tail (uropygium) of a bird	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-tail_feather-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005719	oewn-02474924-n	n	homo	any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage	dul:Organism	collapsed from Framester multi-class via method priority	dul:Person	Framester propagated also assigned this class (synset-man-noun-3)	1	C3_multiclass_framester	phase1_propagated	4.8	14		
D-005720	oewn-02668043-n	n	thick skin	skin that is very thick (as an elephant or rhinoceros)	dul:BiologicalObject	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-thick_skin-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005721	oewn-02678511-n	n	acid	street name for lysergic acid diethylamide	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	dul:InformationRealization	Framester propagated also assigned this class (synset-dot-noun-3)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005722	oewn-02679990-n	n	acrylic	used especially by artists	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	dul:PhysicalObject	Framester propagated also assigned this class (synset-acrylic-noun-3)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005723	oewn-02684246-n	n	adobe	sun-dried brick; used in hot dry climates	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-adobe-noun-2)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005724	oewn-02703281-n	n	alto relievo	a sculptural relief in which forms extend out from the background to at least half their depth	dul:InformationRealization	collapsed from Framester multi-class via method priority	dul:Pattern	Framester propagated also assigned this class (synset-alto_relievo-noun-1)	2	C3_multiclass_framester	phase1_propagated	4.0	0		
D-005725	oewn-02710047-n	n	anaglyph	anything carved in low relief	dul:InformationRealization	collapsed from Framester multi-class via method priority	dul:Pattern	Framester propagated also assigned this class (synset-anaglyph-noun-2)	2	C3_multiclass_framester	phase1_propagated	4.4	1		
D-005726	oewn-02722959-n	n	antifouling paint	a paint used to protect against the accumulation of barnacles etc. on underwater surfaces	dul:FunctionalSubstance	collapsed from Framester multi-class via method priority	dul:PhysicalObject	Framester propagated also assigned this class (synset-antifouling_paint-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005727	oewn-02735077-n	n	aquarium	a tank or pool or bowl filled with water for keeping live fish and underwater animals	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace	Framester propagated also assigned this class (synset-aquarium-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005728	oewn-02735701-n	n	araroba	a bitter yellow powder used to treat skin diseases	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-araroba-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005729	oewn-02751623-n	n	aspirin	the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotti	dul:ChemicalObject	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-aspirin-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.6	3		
D-005730	oewn-02752174-n	n	aspirin powder	a powdered form of aspirin	dul:ChemicalObject	collapsed from Framester multi-class via method priority	dul:DesignedArtifact	Framester propagated also assigned this class (synset-aspirin_powder-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005731	oewn-02752174-n	n	aspirin powder	a powdered form of aspirin	dul:ChemicalObject	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-aspirin_powder-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005732	oewn-02757761-n	n	atropine	a poisonous crystalline alkaloid extracted from the nightshade family; used as an antispasmodic and to dilate the eye pupil; also administered in large amounts as an antidote for organophosphate nerve	dul:ChemicalObject	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-atropine-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.2	1		
D-005733	oewn-02770043-n	n	baby powder	powder used to prevent a baby's diaper from chafing	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-baby_powder-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005734	oewn-02779636-n	n	bakery	a workplace where baked goods (breads and cakes and pastries) are produced or sold	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	dul:Place	Framester propagated also assigned this class (synset-bakery-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005735	oewn-02785625-n	n	balloon sail	any light loose sail	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-balloon_sail-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005736	oewn-02788388-n	n	band	a thin flat strip or loop of flexible material that goes around or over something else, typically to hold it together or as a decoration	dul:PhysicalObject	collapsed from Framester multi-class via method priority	dul:Quality	Framester propagated also assigned this class (synset-band-noun-11)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005737	oewn-02789221-n	n	bandanna	large and brightly colored handkerchief; often used as a neckerchief	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-bandanna-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005738	oewn-02806295-n	n	bas relief	a sculptural relief in which forms extend only slightly from the background; no figures are undercut	dul:InformationRealization	collapsed from Framester multi-class via method priority	dul:Pattern	Framester propagated also assigned this class (synset-bas_relief-noun-1)	2	C3_multiclass_framester	phase1_propagated	4.0	0		
D-005739	oewn-02811464-n	n	bath towel	a large towel; to dry yourself after a bath	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-bath_towel-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.6	1		
D-005740	oewn-02814339-n	n	batting glove	a glove worn by batters in baseball to give a firmer grip on the bat	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	dul:PhysicalObject	Framester propagated also assigned this class (synset-batting_glove-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005741	oewn-02814485-n	n	batting helmet	a helmet worn by the batter in baseball	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	dul:PhysicalObject	Framester propagated also assigned this class (synset-batting_helmet-noun-1)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005742	oewn-02817563-n	n	beach towel	very large towel to dry yourself after swimming	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-beach_towel-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005743	oewn-02819085-n	n	beam	long thick piece of wood or metal or concrete, etc., used in construction	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-beam-noun-2)	3	C3_multiclass_framester	phase1_propagated	21.6	26		
D-005744	oewn-02828146-n	n	belladonna	an alkaloidal extract or tincture of the poisonous belladonna plant that is used medicinally	dul:ChemicalObject	collapsed from Framester multi-class via method priority	dul:FunctionalSubstance	Framester propagated also assigned this class (synset-belladonna-noun-2)	1	C3_multiclass_framester	phase1_propagated	2.0	0		
D-005745	oewn-02837602-n	n	bib	top part of an apron; covering the chest	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-bib-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
D-005746	oewn-02841413-n	n	bilge keel	either of two lengthwise fins attached along the outside of a ship's bilge; reduces rolling	dul:DesignedArtifact	collapsed from Framester multi-class via method priority	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart	Framester propagated also assigned this class (synset-bilge_keel-noun-1)	3	C3_multiclass_framester	phase1_propagated	6.0	0		
