oewn_id	dulplus_class	tier	provenance	primary_lemma	all_lemmas	gloss	hypernyms
oewn-01789214-v	dul:Action	propagated_from_hypernym	from oewn-01806476-v[propagated_from_hypernym]	break	break|burst|erupt	force out or release suddenly and often violently something pent up	oewn-01806476-v
oewn-01789398-v	dul:State	propagated_from_hypernym	from oewn-00065410-v[propagated_from_hypernym]	crack up	crack up|crack|crock up|break up|collapse	suffer a nervous breakdown	oewn-00065410-v
oewn-01789567-v	dul:Action	propagated_from_hypernym	from oewn-01823521-v[tier1_derivation]	daunt	daunt|dash|scare off|pall|frighten off|scare away|frighten away|scare	cause to lose courage; to be daunted; to be scared away	oewn-01823521-v
oewn-01789790-v	dul:State	tier1_derivation	deriv→oewn-14060021-n(marker='the state of')	anger	anger	make angry	oewn-01763170-v
oewn-01790111-v	dul:State	propagated_from_hypernym	from oewn-01790925-v[tier1_derivation]	bridle	bridle	anger or take offense	oewn-01790925-v
oewn-01790238-v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	combust	combust	cause to become violent or angry	oewn-01789790-v
oewn-01790439-v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	miff	miff	cause to be annoyed	oewn-01789790-v
oewn-01790579-v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	gall	gall|irk	irritate or vex	oewn-01789790-v
oewn-01790725-v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	infuriate	infuriate|exasperate|incense	make furious	oewn-01789790-v
oewn-01790925-v	dul:State	tier1_derivation	deriv→oewn-14060021-n(marker='the state of')	anger	anger|see red	become angry	oewn-01775456-v
oewn-01791138-v	dul:State	propagated_from_hypernym	from oewn-01790925-v[tier1_derivation]	steam	steam	get very agitated or angry	oewn-01790925-v
oewn-01791288-v	dul:State	propagated_from_hypernym	from oewn-01790925-v[tier1_derivation]	raise the roof	raise the roof	get very angry	oewn-01790925-v
oewn-01791419-v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	madden	madden	make mad	oewn-01789790-v
oewn-01791528-v	dul:Action	propagated_from_hypernym	from oewn-01806967-v[tier1_derivation]	madden	madden	drive up the wall; go on someone's nerves	oewn-01806967-v
oewn-01791641-v	dul:Action	propagated_from_hypernym	from oewn-00126072-v[tier1_derivation]	madden	madden|craze	cause to go crazy; cause to lose one's mind	oewn-00126072-v
oewn-01791774-v	dul:Action	tier1_derivation	deriv→oewn-00419407-n(marker='the act of')|deriv→oewn-00419407-n(marker='the act of')|deriv→oewn-00419407-n(marker='the act of')	annoy	annoy|rag|get to|bother|get at|irritate|rile|nark|nettle|gravel|vex|chafe|devil	cause annoyance in; disturb, especially by minor irritations	oewn-01821097-v
oewn-01792552-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	chafe	chafe	feel extreme irritation or anger	oewn-01775456-v
oewn-01792751-v	dul:Action	propagated_from_hypernym	from oewn-01791774-v[tier1_derivation]	peeve	peeve	cause to be annoyed, irritated, or resentful	oewn-01791774-v
oewn-01792866-v	dul:Action	propagated_from_hypernym	from oewn-01791774-v[tier1_derivation]	ruffle	ruffle	trouble or vex	oewn-01791774-v
oewn-01792983-v	dul:Action	propagated_from_hypernym	from oewn-01791774-v[tier1_derivation]	fret	fret	cause annoyance in	oewn-01791774-v
oewn-01793089-v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	pique	pique|offend	cause to feel resentment or indignation	oewn-01789790-v
oewn-01793315-v	dul:Action	tier1_derivation	deriv→oewn-00420657-n(marker='the act of')|deriv→oewn-00420657-n(marker='the act of')	harass	harass|hassle|harry|chivy|chivvy|chevy|chevvy|beset|plague|molest|provoke	annoy continually or chronically	oewn-01791774-v
oewn-01793821-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	upset	upset|discompose|untune|disconcert|discomfit	cause to lose one's composure	oewn-01763170-v
oewn-01794202-v	dul:Action	propagated_from_hypernym	from oewn-01793821-v[propagated_from_hypernym]	inhibit	inhibit	make (someone) self-conscious and as a result unable to act naturally	oewn-01793821-v
oewn-01794412-v	dul:Action	propagated_from_hypernym	from oewn-01794768-v[propagated_from_hypernym]	fluster	fluster	cause to be nervous or upset	oewn-01794768-v
oewn-01794567-v	dul:Action	propagated_from_hypernym	from oewn-01794412-v[propagated_from_hypernym]	ruffle	ruffle	discompose	oewn-01794412-v
oewn-01794768-v	dul:Action	propagated_from_hypernym	from oewn-01796126-v[propagated_from_hypernym]	confuse	confuse|flurry|disconcert|put off	cause to feel embarrassment	oewn-01796126-v
oewn-01795082-v	dul:Action	propagated_from_hypernym	from oewn-01783082-v[tier1_derivation]	consternate	consternate	fill with anxiety, dread, dismay, or confusion	oewn-01783082-v
oewn-01795261-v	dul:Action	propagated_from_hypernym	from oewn-01793821-v[propagated_from_hypernym]	bewilder	bewilder|bemuse|discombobulate|throw	cause to be confused emotionally	oewn-01793821-v
oewn-01795437-v	dul:Action	propagated_from_hypernym	from oewn-01794768-v[propagated_from_hypernym]	bother	bother	make confused or perplexed or puzzled	oewn-01794768-v
oewn-01795564-v	dul:Action	propagated_from_hypernym	from oewn-01766380-v[tier1_derivation]	bother	bother	make nervous or agitated	oewn-01766380-v
oewn-01795785-v	dul:Action	tier1_derivation	deriv→oewn-00200890-n(marker='the act of')	distract	distract|deflect	draw someone's attention away from something	oewn-01794768-v
oewn-01796002-v	dul:State	propagated_from_hypernym	from oewn-00010428-v[propagated_from_hypernym]	fluster	fluster	be flustered; behave in a confused manner	oewn-00010428-v
oewn-01796126-v	dul:Action	propagated_from_hypernym	from oewn-01793821-v[propagated_from_hypernym]	embarrass	embarrass|abash	cause to be embarrassed; cause to feel self-conscious	oewn-01793821-v
oewn-01796316-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	shame	shame	cause to be ashamed	oewn-01763170-v
oewn-01796442-v	dul:Action	propagated_from_hypernym	from oewn-01796316-v[propagated_from_hypernym]	discountenance	discountenance	look with disfavor on	oewn-01796316-v
oewn-01796596-v	dul:Action	propagated_from_hypernym	from oewn-01793821-v[propagated_from_hypernym]	pain	pain|anguish|hurt	cause emotional anguish or make miserable	oewn-01793821-v
oewn-01796980-v	dul:Action	propagated_from_hypernym	from oewn-01796596-v[propagated_from_hypernym]	break someone's heart	break someone's heart	cause deep emotional pain and grief to somebody	oewn-01796596-v
oewn-01797206-v	dul:Action	propagated_from_hypernym	from oewn-01763170-v[tier1_derivation]	hurt	hurt|wound|injure|bruise|offend|spite	hurt the feelings of	oewn-01763170-v
oewn-01797598-v	dul:Action	tier1_derivation	deriv→oewn-00392101-n(marker='the act of')	lacerate	lacerate	deeply hurt the feelings of; distress	oewn-01797206-v
oewn-01797753-v	dul:Action	propagated_from_hypernym	from oewn-01797206-v[propagated_from_hypernym]	sting	sting	cause an emotional pain, as if by stinging	oewn-01797206-v
oewn-01797944-v	dul:Action	propagated_from_hypernym	from oewn-01771015-v[propagated_from_hypernym]	fuss	fuss|niggle|fret	worry unnecessarily or excessively	oewn-01771015-v
oewn-01798206-v	dul:Action	propagated_from_hypernym	from oewn-01797944-v[propagated_from_hypernym]	scruple	scruple	raise scruples	oewn-01797944-v
oewn-01798374-v	dul:Action	propagated_from_hypernym	from oewn-00064841-v[propagated_from_hypernym]	agonize	agonize|agonise	suffer agony or anguish	oewn-00064841-v
oewn-01798534-v	dul:Action	propagated_from_hypernym	from oewn-01796596-v[propagated_from_hypernym]	agonize	agonize|agonise	cause to agonize	oewn-01796596-v
oewn-01798980-v	dul:Action	propagated_from_hypernym	from oewn-00064841-v[propagated_from_hypernym]	anguish	anguish	suffer great pains or distress	oewn-00064841-v
oewn-01799093-v	dul:Action	propagated_from_hypernym	from oewn-00064841-v[propagated_from_hypernym]	lose	lose	suffer the loss of a person through death or removal	oewn-00064841-v
oewn-01799344-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	fume	fume	be mad, angry, or furious	oewn-01775456-v
oewn-01799439-v	dul:Action	propagated_from_hypernym	from oewn-01800044-v[propagated_from_hypernym]	flip one's lid	flip one's lid|blow up|throw a fit|hit the roof|hit the ceiling|have kittens|have a fit|combust|blow one's stack|fly off the handle|flip one's wig|lose one's temper|blow a fuse|go ballistic	get very angry and fly into a rage	oewn-01800044-v
oewn-01799899-v	dul:State	propagated_from_hypernym	from oewn-01789790-v[tier1_derivation]	enrage	enrage	put into a rage; make violently angry	oewn-01789790-v
oewn-01800044-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	rage	rage	feel intense anger	oewn-01775456-v
oewn-01800226-v	dul:Action	propagated_from_hypernym	from oewn-01800044-v[propagated_from_hypernym]	foam at the mouth	foam at the mouth|froth at the mouth	be in a state of uncontrolled anger	oewn-01800044-v
oewn-01800357-v	dul:State	propagated_from_hypernym	from oewn-01765558-v[tier1_derivation]	thrill	thrill|tickle|vibrate	feel sudden intense sensation or emotion	oewn-01765558-v
oewn-01800593-v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	repent	repent|regret|rue	feel remorse for; feel sorry for; be contrite about	oewn-01775456-v
oewn-01800811-v	dul:Action	tier1_derivation	deriv→oewn-00095941-n(marker='the act of')	repent	repent|atone	turn away from sin or do penitence	oewn-00687584-v
oewn-01800935-v	dul:Action	propagated_from_hypernym	from oewn-01809490-v[propagated_from_hypernym]	regret	regret	feel sad about the loss or absence of	oewn-01809490-v
oewn-01801062-v	dul:State	propagated_from_hypernym	from oewn-01801358-v[tier1_derivation]	mourn	mourn	feel sadness	oewn-01801358-v
oewn-01801215-v	dul:State	propagated_from_hypernym	from oewn-02584595-v[propagated_from_hypernym]	mourn	mourn	observe the customs of mourning after the death of a loved one	oewn-02584595-v
oewn-01801358-v	dul:State	tier1_derivation	deriv→oewn-14012536-n(marker='the state of')	grieve	grieve|sorrow	feel grief	oewn-00064841-v
oewn-01801593-v	dul:Action	propagated_from_hypernym	from oewn-01801741-v[propagated_from_hypernym]	grieve	grieve|aggrieve	cause to feel sorrow	oewn-01801741-v
oewn-01801741-v	dul:Action	propagated_from_hypernym	from oewn-01793821-v[propagated_from_hypernym]	afflict	afflict	cause great unhappiness for; distress	oewn-01793821-v
oewn-01802000-v	dul:Action	propagated_from_hypernym	from oewn-01801741-v[propagated_from_hypernym]	tribulate	tribulate	oppress or trouble greatly	oewn-01801741-v
oewn-01802111-v	dul:Action	propagated_from_hypernym	from oewn-01774422-v[tier1_derivation]	distress	distress	cause mental pain to	oewn-01774422-v
oewn-01802298-v	dul:Action	propagated_from_hypernym	from oewn-01802111-v[propagated_from_hypernym]	besiege	besiege	cause to feel distressed or worried	oewn-01802111-v
oewn-01802463-v	dul:Action	propagated_from_hypernym	from oewn-01801741-v[propagated_from_hypernym]	try	try|strain|stress	test the limits of	oewn-01801741-v
oewn-01802689-v	dul:Action	propagated_from_hypernym	from oewn-01802463-v[propagated_from_hypernym]	rack	rack	stretch to the limits	oewn-01802463-v
oewn-01802793-v	dul:Action	propagated_from_hypernym	from oewn-01796596-v[propagated_from_hypernym]	try	try	give pain or trouble to	oewn-01796596-v
oewn-01802947-v	dul:Action	propagated_from_hypernym	from oewn-02563998-v[propagated_from_hypernym]	disappoint	disappoint|let down	fail to meet the hopes or expectations of	oewn-02563998-v
oewn-01803246-v	dul:Action	propagated_from_hypernym	from oewn-01802947-v[propagated_from_hypernym]	fail	fail|betray	disappoint, prove undependable to; abandon, forsake	oewn-01802947-v
oewn-01803495-v	dul:Action	propagated_from_hypernym	from oewn-01802947-v[propagated_from_hypernym]	fall short	fall short|come short	fail to meet (expectations or standards)	oewn-01802947-v
oewn-01803640-v	dul:Action	propagated_from_hypernym	from oewn-01806967-v[tier1_derivation]	hamstring	hamstring	make ineffective or powerless	oewn-01806967-v
oewn-01803805-v	dul:Action	propagated_from_hypernym	from oewn-01797206-v[propagated_from_hypernym]	humiliate	humiliate|mortify|chagrin|humble|abase	cause to feel shame; hurt the pride of	oewn-01797206-v
oewn-01804206-v	dul:Action	propagated_from_hypernym	from oewn-01803805-v[propagated_from_hypernym]	crush	crush|smash	humiliate or depress completely	oewn-01803805-v
oewn-01804404-v	dul:Action	propagated_from_hypernym	from oewn-01803805-v[propagated_from_hypernym]	take down	take down|degrade|disgrace|demean|put down	reduce in worth or character, usually verbally	oewn-01803805-v
oewn-01804771-v	dul:Action	propagated_from_hypernym	from oewn-01805679-v[propagated_from_hypernym]	efface	efface	make inconspicuous	oewn-01805679-v
oewn-01804889-v	dul:Action	propagated_from_hypernym	from oewn-01804404-v[propagated_from_hypernym]	reduce	reduce	lower in grade or rank or force somebody into an undignified situation	oewn-01804404-v
oewn-01805062-v	dul:Action	propagated_from_hypernym	from oewn-00666706-v[propagated_from_hypernym]	stultify	stultify	prove to be of unsound mind or demonstrate someone's incompetence	oewn-00666706-v
oewn-01805279-v	dul:Action	tier1_derivation	deriv→oewn-00272480-n(marker='the act of')|deriv→oewn-00272480-n(marker='the act of')	dehumanize	dehumanize|dehumanise	deprive of human qualities	oewn-01804404-v
oewn-01805480-v	dul:Action	tier1_derivation	deriv→oewn-00265618-n(marker='the act of')|deriv→oewn-00265618-n(marker='the act of')	humanize	humanize|humanise	make more humane	oewn-00126072-v
oewn-01805679-v	dul:Action	propagated_from_hypernym	from oewn-00126072-v[tier1_derivation]	humble	humble	cause to be unpretentious	oewn-00126072-v
oewn-01805829-v	dul:Action	propagated_from_hypernym	from oewn-02516039-v[tier1_derivation]	mortify	mortify|subdue|crucify	hold within limits and control	oewn-02516039-v
oewn-01806052-v	dul:Action	propagated_from_hypernym	from oewn-01805829-v[propagated_from_hypernym]	mortify	mortify	practice self-denial of one's body and appetites	oewn-01805829-v,oewn-02559394-v
oewn-01806201-v	dul:Action	propagated_from_hypernym	from oewn-01806476-v[propagated_from_hypernym]	lament	lament|keen	express grief verbally	oewn-01806476-v
oewn-01806476-v	dul:Action	propagated_from_hypernym	from oewn-01062889-v[tier1_derivation]	express emotion	express emotion|express feelings	give verbal or other expression to one's feelings	oewn-01062889-v
oewn-01806671-v	dul:Action	propagated_from_hypernym	from oewn-01796596-v[propagated_from_hypernym]	torment	torment|torture|excruciate|rack	torment emotionally or mentally	oewn-01796596-v
oewn-01806967-v	dul:Action	tier1_derivation	deriv→oewn-00426281-n(marker='the act of')|deriv→oewn-00426281-n(marker='the act of')	torment	torment|rag|bedevil|crucify|dun|frustrate	treat cruelly	oewn-01793315-v
oewn-01807344-v	dul:Action	tier1_derivation	deriv→oewn-00426908-n(marker='the act of')	tease	tease|badger|pester|bug|beleaguer	annoy persistently	oewn-01806967-v
oewn-01807605-v	dul:Action	propagated_from_hypernym	from oewn-01807900-v[tier1_derivation]	tease	tease	to arouse hope, desire, or curiosity without satisfying them	oewn-01807900-v
oewn-01807900-v	dul:Action	tier1_derivation	deriv→oewn-00805278-n(marker='the activity of')	manipulate	manipulate|keep in line|control	maintain influence over (others or oneself) skillfully, usually to one's advantage	oewn-02382049-v
oewn-01808381-v	dul:Action	propagated_from_hypernym	from oewn-01807900-v[tier1_derivation]	handle	handle	show and train	oewn-01807900-v
oewn-01808562-v	dul:Action	propagated_from_hypernym	from oewn-01807900-v[tier1_derivation]	ingratiate	ingratiate	gain favor with somebody by deliberate efforts	oewn-01807900-v
oewn-01808720-v	dul:Action	propagated_from_hypernym	from oewn-01808562-v[propagated_from_hypernym]	cozy up	cozy up|cotton up|shine up|play up|sidle up|suck up	ingratiate oneself to; often with insincere behavior	oewn-01808562-v
