oewn_id	pos	dulplus_class	rule	rationale	primary_lemma	all_lemmas	gloss	pertainym_lemmas
oewn-01094686-a	a	dul:Quality	A5_adj_head_default	adj.all head default	nonfunctional	nonfunctional	not having or performing a function	
oewn-01094853-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01094686-a	nonstructural	nonstructural	not structural	
oewn-01094927-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01094686-a	cosmetic	cosmetic|decorative|ornamental	serving an esthetic rather than a useful purpose	
oewn-01095249-a	a	dul:Quality	A5_adj_head_default	adj.all head default	functioning	functioning	performing or able to perform its regular function	
oewn-01095421-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01095249-a	running	running|operative|functional|working	(of e.g. a machine) performing or capable of performing	
oewn-01095688-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01095249-a	up	up	(used of computers) operating properly	
oewn-01095835-a	a	dul:Quality	A5_adj_head_default	adj.all head default	malfunctioning	malfunctioning|nonfunctional	not performing or able to perform its regular function	
oewn-01096064-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01095835-a	amiss	amiss|awry|haywire|wrong	not functioning properly	
oewn-01096265-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01095835-a	bad	bad|defective	not working properly	
oewn-01096420-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01095835-a	out of whack	out of whack	out of balance or out of adjustment	
oewn-01096582-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01095835-a	run-down	run-down	having the spring unwound	
oewn-01096682-a	a	dul:Quality	A5_adj_head_default	adj.all head default	functional	functional	involving or affecting function rather than physiology	
oewn-01096835-a	a	dul:Quality	A5_adj_head_default	adj.all head default	organic	organic	involving or affecting physiology or bodily organs	
oewn-01097016-a	a	dul:Quality	A5_adj_head_default	adj.all head default	rigged	rigged	fitted or equipped with necessary rigging (sails and shrouds and stays etc.)	
oewn-01097217-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097016-a	lateen	lateen|lateen-rigged	rigged with a triangular (lateen) sail	
oewn-01097324-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097016-a	outrigged	outrigged	rigged with a structure projecting from or over the side of a boat for various purposes; to prevent capsizing or to support an oarlock or to help secure a mast etc	
oewn-01097543-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097016-a	square-rigged	square-rigged	rigged with square sails as the principal ones	
oewn-01097649-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unrigged	unrigged	stripped of rigging	
oewn-01097742-a	a	dul:Quality	A5_adj_head_default	adj.all head default	equipped	equipped|equipt	provided or fitted out with what is necessary or useful or appropriate	
oewn-01098091-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097742-a	accoutered	accoutered|accoutred	provided with necessary articles of equipment for a specialized purpose (especially military)	
oewn-01098340-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097742-a	armored	armored|panoplied	equipped with the complete arms and armor of a warrior	
oewn-01098460-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097742-a	helmeted	helmeted	equipped with or wearing a helmet	
oewn-01098548-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097742-a	outfitted	outfitted	equipped with appropriate wearing apparel and accessories	
oewn-01098778-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097742-a	prepared	prepared	equipped or prepared with necessary intellectual resources	
oewn-01098970-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097742-a	transistorized	transistorized|transistorised	(of an electronic device) equipped with transistors	
oewn-01099099-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01097742-a	visored	visored	having or provided with a visor or a visor of a particular kind	
oewn-01099248-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unequipped	unequipped	without necessary physical or intellectual equipment	
oewn-01099478-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01099248-a	ill-equipped	ill-equipped	poorly supplied with physical equipment	
oewn-01099607-a	a	dul:Quality	A5_adj_head_default	adj.all head default	fledged	fledged|mature	(of birds) having developed feathers or plumage; often used in combination	
oewn-01099816-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01099607-a	fledgling	fledgling|fledgeling	(of a young bird) having acquired its flight feathers	
oewn-01100001-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01099607-a	full-fledged	full-fledged|fully fledged	(of a bird) having reached full development with fully grown adult plumage; ready to fly	
oewn-01100164-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unfledged	unfledged|immature	(of birds) not yet having developed feathers	
oewn-01100341-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01100164-a	unfeathered	unfeathered	not having feathers	
oewn-01100443-a	a	dul:Quality	A5_adj_head_default	adj.all head default	framed	framed	provided with a frame	
oewn-01100582-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unframed	unframed	not provided with a frame	
oewn-01100683-a	a	dul:Quality	A5_adj_head_default	adj.all head default	furnished	furnished|equipped	provided with whatever is necessary for a purpose (as furniture or equipment or authority)	
oewn-01101008-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01100683-a	appointed	appointed	provided with furnishing and accessories (especially of a tasteful kind)	
oewn-01101177-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01100683-a	fitted out	fitted out|outfitted	furnished with essential equipment for a particular occupation or undertaking occupation	
oewn-01101383-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01100683-a	stocked	stocked|stocked with	furnished with more than enough	
oewn-01101540-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01100683-a	volumed	volumed	furnished with volumes	
oewn-01101659-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01100683-a	well-appointed	well-appointed|well-found	having a full array of suitable equipment or furnishings	
oewn-01101847-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unfurnished	unfurnished	not equipped with what is needed especially furniture	
oewn-01101986-a	a	dul:Quality	A5_adj_head_default	adj.all head default	funded	funded	furnished with funds	
oewn-01102083-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unfunded	unfunded	not furnished with funds	
oewn-01102185-a	a	dul:Quality	A5_adj_head_default	adj.all head default	fueled	fueled|fuelled	heated, driven, or produced by burning fuel	
oewn-01102371-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01102185-a	clean-burning	clean-burning	leaving little contamination while consuming fuel	
oewn-01102519-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01102185-a	coal-fired	coal-fired|coal-burning	fueled by burning coal	
oewn-01102634-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01102185-a	wood-fired	wood-fired|wood-burning	fueled by wood	
oewn-01102744-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01102185-a	liquid-fueled	liquid-fueled	fueled by a liquid fuel	
oewn-01102827-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01102185-a	oil-fired	oil-fired	fueled by burning oil	
oewn-01102928-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unfueled	unfueled	not provided with fuel	
oewn-01103041-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01102928-a	self-sustained	self-sustained	needing no outside support	
oewn-01103128-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01102928-a	unfed	unfed	not given support	
oewn-01103229-a	a	dul:Quality	A5_adj_head_default	adj.all head default	specified	specified	clearly and explicitly stated	
oewn-01103400-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01103229-a	mere	mere	being nothing more than specified	
oewn-01103503-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01103229-a	nominative	nominative|nominal	named; bearing the name of a specific person	
oewn-01103644-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01103229-a	specific	specific	stated explicitly or in detail	
oewn-01103775-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unspecified	unspecified	not stated explicitly or in detail	
oewn-01103903-a	a	dul:Quality	A5_adj_head_default	adj.all head default	geared	geared	equipped with or connected by gears or having gears engaged	
oewn-01104087-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01103903-a	back-geared	back-geared|double-geared	(of a lathe) equipped with gearing for reducing the speed of the spindle from that of the driving pulley	
oewn-01104288-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01103903-a	double-geared	double-geared	equipped with compound gearing consisting of 2 pinions and 2 wheels in mesh to increase the mechanical advantage	
oewn-01104510-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01103903-a	engaged	engaged|meshed|intermeshed	(used of toothed parts or gears) interlocked and interacting	
oewn-01104715-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01103903-a	in gear	in gear	having gears engaged	
oewn-01104811-a	a	dul:Quality	A5_adj_head_default	adj.all head default	ungeared	ungeared	having gears not engaged or disconnected	
oewn-01104957-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01104811-a	out of gear	out of gear	not having gears engaged	
oewn-01105084-a	a	dul:Quality	A5_adj_head_default	adj.all head default	general	general	applying to all or most members of a category or group	
oewn-01105584-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	broad	broad|unspecific	not detailed or specific	
oewn-01105751-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	general-purpose	general-purpose|all-purpose	not limited in use or function	
oewn-01105857-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	generic	generic	applicable to an entire class or group	
oewn-01106001-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	gross	gross	lacking fine distinctions or detail	
oewn-01106144-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	overall	overall	involving only main features	
oewn-01106261-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	pandemic	pandemic	existing everywhere	
oewn-01106367-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	universal	universal	applicable to or common to all members of a group or set	
oewn-01106569-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01105084-a	widespread	widespread	widely circulated or diffused	
oewn-01106714-a	a	dul:Quality	A5_adj_head_default	adj.all head default	specific	specific	(sometimes followed by ‘to’) applying to or characterized by or distinguishing something particular or special or unique	
oewn-01107222-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	ad hoc	ad hoc	for or concerned with one specific purpose	
oewn-01107369-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	circumstantial	circumstantial	fully detailed and specific about particulars	
oewn-01107537-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	limited	limited|special	having a specific function or scope	
oewn-01107719-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	particular	particular|peculiar|special	unique or specific to a person or thing or category	
oewn-01108153-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	particular	particular	separate and distinct from others of the same group or category	
oewn-01108402-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	particularized	particularized|particularised	directed toward a specific object	
oewn-01108582-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	proper	proper	limited to the thing specified	
oewn-01108735-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01106714-a	unique	unique	(followed by ‘to’) applying exclusively to a given category or condition or locality	
oewn-01108926-a	a	dul:Quality	A5_adj_head_default	adj.all head default	specific	specific	being or affecting a disease produced by a particular microorganism or condition; used also of stains or dyes used in making microscope slides	
oewn-01109313-a	a	dul:Quality	A5_adj_head_default	adj.all head default	nonspecific	nonspecific	not caused by a specific agent; used also of staining in making microscope slides	
oewn-01109533-a	a	dul:Quality	A5_adj_head_default	adj.all head default	national	national	concerned with or applicable to or belonging to an entire nation or country	
oewn-01109822-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-01109533-a	federal	federal	national; especially in reference to the government of the United States as distinct from that of its member units	
oewn-01110098-a	a	dul:PhysicalAttribute	A4_physical_attr_keyword	gloss has physical-attribute marker	local	local	relating to or applicable to or concerned with the administration of a city or town or district rather than a larger area	
oewn-01110307-a	a	dul:Quality	A5_adj_head_default	adj.all head default	cosmopolitan	cosmopolitan|widely distributed	growing or occurring in many parts of the world	
oewn-01110508-a	a	dul:Quality	A5_adj_head_default	adj.all head default	endemic	endemic	native to or confined to a certain region	
